Order_No,Order_Date,Retailer_Country,Retailer_Type,Order_Mode,Product_Category,Product_Type,Product,Revenue,Quantity,Gross margin
23299 -2014,6/17/2014,France,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,49315.68,1704,0.40790921
23300 -2014,9/15/2014,France,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,4853.75,275,0.50991501
23301 -2014,5/10/2014,France,Department Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,5687.64,74,0.31693989
23302 -2014,4/23/2014,France,Department Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,115300.7,346,0.35982886
23303 -2014,7/17/2014,France,Department Store,Web,Camping Equipment,Packs,Canyon Mule Cooler,39504.96,1276,0.51550388
23304 -2014,10/7/2014,France,Department Store,Web,Camping Equipment,Packs,Canyon Mule Carryall,81072.63,1161,0.41028211
23305 -2014,2/20/2014,France,Department Store,Web,Camping Equipment,Lanterns,Firefly Lite,19727.83,1357,0.53569399
23306 -2014,9/22/2014,France,Department Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,9735.6,788,0.39294959
23307 -2014,9/15/2014,France,Department Store,Web,Camping Equipment,Lanterns,Firefly 2,10646.93,389,0.39093898
23308 -2014,4/7/2014,France,Department Store,Web,Camping Equipment,Lanterns,Firefly 4,15691.52,533,0.38858696
23309 -2014,4/15/2014,France,Department Store,Web,Camping Equipment,Lanterns,Firefly Multi-light,6422.68,242,0.33006782
23310 -2014,10/21/2014,France,Department Store,Web,Camping Equipment,Lanterns,EverGlow Butane,13254.04,206,0.36851104
23311 -2014,6/17/2014,France,Department Store,Web,Camping Equipment,Lanterns,EverGlow Lamp,39386.03,1470,0.52264039
23312 -2014,8/11/2014,France,Department Store,Web,Camping Equipment,Lanterns,Flicker Lantern,70.18,2,0.55485893
23313 -2014,10/14/2014,France,Department Store,Web,Personal Accessories,Knives,Bear Edge,14811.83,373,0.40745404
23314 -2014,2/23/2014,France,Department Store,Web,Personal Accessories,Knives,Bear Survival Edge,13678.08,156,0.46395985
23315 -2014,11/2/2014,France,Department Store,Web,Personal Accessories,Knives,Max Gizmo,28319.4,704,0.54179326
23316 -2014,5/7/2014,France,Department Store,Web,Personal Accessories,Knives,Pocket Gizmo,6050.1,469,0.62473678
23317 -2014,11/2/2014,France,Department Store,Web,Personal Accessories,Binoculars,Seeker 50,18600.4,146,0.2733124
23318 -2014,12/14/2014,France,Department Store,Web,Personal Accessories,Binoculars,Seeker Mini,9672.32,119,0.50787402
23319 -2014,4/19/2014,France,Department Store,Web,Personal Accessories,Binoculars,Ranger Vision,19353.6,115,0.5357303
23320 -2014,7/15/2014,France,Department Store,Web,Personal Accessories,Navigation,Glacier GPS,44673.75,475,0.30887826
23321 -2014,12/17/2014,France,Department Store,Web,Personal Accessories,Navigation,Sky Pilot,27924,78,0.35082939
23322 -2014,2/27/2014,France,Department Store,Web,Personal Accessories,Navigation,Auto Pilot,6580,28,0.34744681
23323 -2014,7/5/2014,France,Department Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,0,158,
23324 -2014,12/21/2014,France,Department Store,Web,Outdoor Protection,Sunscreen,Sun Blocker,862,190,0.57018561
23325 -2014,11/3/2014,France,Department Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,0,158,
23326 -2014,6/2/2014,France,Department Store,Web,Golf Equipment,Irons,Hailstorm Steel Irons,195026.05,437,0.50479949
23327 -2014,11/29/2014,France,Department Store,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,201582.98,239,0.475458
23328 -2014,9/19/2014,France,Department Store,Web,Golf Equipment,Irons,Lady Hailstorm Steel Irons,86038.7,170,0.4511865
23329 -2014,10/29/2014,France,Department Store,Web,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,137664.91,163,0.50270552
23330 -2014,9/27/2014,France,Department Store,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,204517.05,173,0.48683276
23331 -2014,7/4/2014,France,Department Store,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,233612.4,345,0.49552335
23332 -2014,9/14/2014,France,Department Store,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,114216.96,132,0.51345229
23333 -2014,1/7/2014,France,Department Store,Web,Golf Equipment,Putters,Course Pro Putter,105830.36,1702,0.5432615
23334 -2014,9/7/2014,France,Department Store,Web,Golf Equipment,Putters,Blue Steel Putter,15344.42,340,0.08709485
23335 -2014,4/2/2014,France,Department Store,Web,Golf Equipment,Putters,Blue Steel Max Putter,31917.6,255,0.34647342
23336 -2014,3/28/2014,France,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,7728.63,741,0.67401726
23337 -2014,6/12/2014,France,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,11336.5,929,0.46979844
23338 -2014,11/19/2014,France,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,44025.3,209,0.62164256
23339 -2014,2/8/2014,France,Department Store,Web,Golf Equipment,Golf Accessories,Course Pro Gloves,18373.18,1754,0.75656364
23340 -2014,10/25/2014,France,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Spray,4808,800,0.69550749
23341 -2014,11/12/2014,France,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,490,70,0.73142857
23342 -2014,1/3/2014,France,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,3150,450,0.66714286
23343 -2014,7/21/2014,France,Direct Marketing,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,3675,525,0.65428571
23344 -2014,7/8/2014,France,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Blocker,1690,338,0.61
23345 -2014,9/12/2014,France,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,1045,209,0.608
23346 -2014,11/3/2014,France,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,1294.28,262,0.63765182
23347 -2014,2/24/2014,France,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,7100,1420,0.63
23348 -2014,9/29/2014,France,Direct Marketing,Web,Outdoor Protection,Sunscreen,Sun Shield,3288,548,0.54
23349 -2014,11/18/2014,France,Direct Marketing,Web,Outdoor Protection,First Aid,Deluxe Family Relief Kit,4130,118,0.59885714
23350 -2014,1/14/2014,France,Direct Marketing,Web,Outdoor Protection,First Aid,Calamine Relief,762,127,0.52833333
23351 -2014,10/21/2014,France,Direct Marketing,Web,Outdoor Protection,First Aid,Aloe Relief,245.81,47,0.63288719
23352 -2014,2/9/2014,France,Direct Marketing,Web,Outdoor Protection,First Aid,Insect Bite Relief,768,128,0.54
23353 -2014,6/4/2014,France,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,44051.15,5555,0.48423707
23354 -2014,12/16/2014,France,Warehouse Store,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,13409.63,1159,0.4295592
23355 -2014,12/9/2014,France,Warehouse Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,2766.96,36,0.31693989
23356 -2014,1/24/2014,France,Warehouse Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,20174.72,64,0.32325604
23357 -2014,9/15/2014,France,Warehouse Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,11698.68,797,0.48904492
23358 -2014,11/9/2014,France,Warehouse Store,Web,Camping Equipment,Lanterns,Firefly Extreme,14238.82,263,0.44052457
23359 -2014,1/21/2014,France,Warehouse Store,Web,Camping Equipment,Lanterns,EverGlow Single,16302.16,677,0.37707641
23360 -2014,12/4/2014,France,Warehouse Store,Web,Personal Accessories,Knives,Double Edge,13015.38,798,0.29920294
23361 -2014,1/13/2014,France,Warehouse Store,Web,Personal Accessories,Knives,Bear Edge,27077.7,689,0.40127226
23362 -2014,1/11/2014,France,Warehouse Store,Web,Personal Accessories,Navigation,Glacier Deluxe,36098.28,394,0.44335298
23363 -2014,9/13/2014,France,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Natural,5154,859,0.69
23364 -2014,12/8/2014,France,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,1421,203,0.73142857
23365 -2014,5/11/2014,France,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,854,122,0.66714286
23366 -2014,4/24/2014,France,Warehouse Store,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,10681.02,1557,0.64723032
23367 -2014,1/9/2014,France,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Blocker,1545,309,0.61
23368 -2014,3/19/2014,France,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,2000,400,0.608
23369 -2014,2/19/2014,France,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 15,3882.84,786,0.63765182
23370 -2014,8/13/2014,France,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,5497.8,1122,0.62244898
23371 -2014,7/3/2014,France,Warehouse Store,Web,Outdoor Protection,Sunscreen,Sun Shield,4584,764,0.54
23372 -2014,7/23/2014,France,Warehouse Store,Web,Outdoor Protection,First Aid,Compact Relief Kit,3726,162,0.60869565
23373 -2014,9/16/2014,France,Warehouse Store,Web,Outdoor Protection,First Aid,Deluxe Family Relief Kit,1120,32,0.59885714
23374 -2014,8/25/2014,France,Warehouse Store,Web,Outdoor Protection,First Aid,Calamine Relief,126,21,0.52833333
23375 -2014,4/28/2014,France,Warehouse Store,Web,Outdoor Protection,First Aid,Aloe Relief,502.08,96,0.63288719
23376 -2014,12/27/2014,France,Warehouse Store,Web,Outdoor Protection,First Aid,Insect Bite Relief,876,146,0.54
23377 -2014,1/3/2014,France,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,58918.2,14916,0.45063291
23378 -2014,1/11/2014,France,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,33860.64,1452,0.31689537
23379 -2014,12/10/2014,France,Equipment Rental Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,39680.06,322,0.35437799
23380 -2014,8/8/2014,France,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,50056.74,414,0.56992805
23381 -2014,10/1/2014,France,Equipment Rental Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,29800.56,681,0.50045704
23382 -2014,4/1/2014,France,Equipment Rental Store,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,61110,225,0.38637703
23383 -2014,7/29/2014,France,Equipment Rental Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,20349,1275,0.53007519
23384 -2014,11/5/2014,France,Equipment Rental Store,Web,Mountaineering Equipment,Rope,Husky Rope 60,35197.5,195,0.29911357
23385 -2014,9/29/2014,France,Equipment Rental Store,Web,Mountaineering Equipment,Safety,Granite Climbing Helmet,34447,490,0.25263158
23386 -2014,2/24/2014,France,Equipment Rental Store,Web,Mountaineering Equipment,Tools,Granite Shovel,8289.39,141,0.3856098
23387 -2014,11/11/2014,France,Equipment Rental Store,Web,Mountaineering Equipment,Tools,Granite Grip,11760,600,0.49540816
23388 -2014,11/19/2014,France,Equipment Rental Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,2110,422,0.608
23389 -2014,9/26/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,44299.25,11215,0.45063291
23390 -2014,1/3/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cup,14889.6,6768,0.61363636
23391 -2014,3/26/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,28451.52,534,0.34365616
23392 -2014,10/2/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,87000.38,706,0.35437799
23393 -2014,4/12/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,73832.52,1164,0.26880025
23394 -2014,5/11/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,54788.4,380,0.4798169
23395 -2014,10/20/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,29079.31,3667,0.48423707
23396 -2014,10/9/2014,France,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,17713.67,1531,0.4295592
23397 -2014,8/11/2014,France,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,35605.44,416,0.29898353
23398 -2014,5/18/2014,France,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator,119961.4,860,0.38346835
23399 -2014,9/16/2014,France,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,273608.64,1075,0.41065458
23400 -2014,8/25/2014,France,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,28534.76,236,0.56992805
23401 -2014,9/10/2014,France,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,7448.3,422,0.50991501
23402 -2014,7/5/2014,France,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,125663.16,1266,0.3426355
23403 -2014,3/16/2014,France,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,3843,50,0.31693989
23404 -2014,6/23/2014,France,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,144491.2,532,0.38637703
23405 -2014,4/21/2014,France,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,167704.32,476,0.39449932
23406 -2014,3/2/2014,France,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,200923.94,448,0.46736939
23407 -2014,2/2/2014,France,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Cooler,73839.6,2385,0.51550388
23408 -2014,8/4/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Lite,8421.54,582,0.53351762
23409 -2014,1/25/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Mapreader,11890.2,745,0.53007519
23410 -2014,9/6/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly 4,6329.6,215,0.38858696
23411 -2014,9/4/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Extreme,17649.64,326,0.44052457
23412 -2014,7/7/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Single,15676.08,651,0.37707641
23413 -2014,10/1/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Double,4745.65,91,0.44870566
23414 -2014,12/7/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Kerosene,17983.5,570,0.36608558
23415 -2014,10/7/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Lamp,45180.5,1658,0.5306422
23416 -2014,3/13/2014,France,Outdoors Shop,Web,Camping Equipment,Lanterns,Flicker Lantern,10970.41,319,0.5457982
23417 -2014,11/1/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 50,122208,804,0.33611842
23418 -2014,1/26/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 60,48915.5,271,0.29911357
23419 -2014,8/12/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 100,252266.78,766,0.30862661
23420 -2014,11/17/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 200,194457.88,356,0.32198891
23421 -2014,2/3/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Climbing Helmet,101724.1,1447,0.25263158
23422 -2014,12/3/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness,82559.75,1337,0.29117409
23423 -2014,12/13/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness Extreme,186428,1784,0.48392344
23424 -2014,5/7/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Signal Mirror,21054,638,0.52393939
23425 -2014,2/11/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,99962.8,26306,0.48421053
23426 -2014,8/22/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Belay,101811.5,1531,0.48165414
23427 -2014,9/29/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Pulley,84606.62,2291,0.50311394
23428 -2014,8/27/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,46283.39,1181,0.44628732
23429 -2014,7/14/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Charger,86619.24,1668,0.56942037
23430 -2014,10/29/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,63047.6,8193,0.59065928
23431 -2014,10/29/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,22428,1246,0.52611111
23432 -2014,12/6/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Ice,137864,1814,0.48723684
23433 -2014,9/2/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Hammer,97634.3,1285,0.25138194
23434 -2014,8/26/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Shovel,43916.13,747,0.3856098
23435 -2014,8/12/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Grip,53202.8,2705,0.49716086
23436 -2014,2/5/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Axe,165971.2,4315,0.49250954
23437 -2014,4/2/2014,France,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Extreme,284468,3743,0.38789474
23438 -2014,5/13/2014,France,Outdoors Shop,Web,Personal Accessories,Knives,Double Edge,14303.87,877,0.29920294
23439 -2014,5/1/2014,France,Outdoors Shop,Web,Personal Accessories,Knives,Edge Extreme,91877.68,808,0.2964559
23440 -2014,1/29/2014,France,Outdoors Shop,Web,Personal Accessories,Knives,Bear Edge,11317.35,285,0.40745404
23441 -2014,11/1/2014,France,Outdoors Shop,Web,Personal Accessories,Knives,Bear Survival Edge,15694.72,179,0.46395985
23442 -2014,11/12/2014,France,Outdoors Shop,Web,Personal Accessories,Knives,Max Gizmo,99188.2,2448,0.55089738
23443 -2014,8/27/2014,France,Outdoors Shop,Web,Personal Accessories,Knives,Pocket Gizmo,46078.8,3572,0.60580831
23444 -2014,4/14/2014,France,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker 35,32009.6,320,0.28831351
23445 -2014,5/9/2014,France,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker 50,24460.8,192,0.2733124
23446 -2014,12/21/2014,France,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker Extreme,38872.96,224,0.45764665
23447 -2014,1/24/2014,France,Outdoors Shop,Web,Personal Accessories,Binoculars,Ranger Vision,131731.9,783,0.53427089
23448 -2014,1/28/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier Basic,111280.44,3506,0.36988028
23449 -2014,10/1/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier Deluxe,16583.22,181,0.44335298
23450 -2014,12/13/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS,110508.75,1175,0.30887826
23451 -2014,5/8/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS Extreme,305983.64,952,0.45095287
23452 -2014,9/4/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Astro Pilot,73929,432,0.37560375
23453 -2014,1/9/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Sky Pilot,21838,61,0.3522905
23454 -2014,10/26/2014,France,Outdoors Shop,Web,Personal Accessories,Navigation,Auto Pilot,7520,32,0.35020612
23455 -2014,12/15/2014,France,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,0,214,
23456 -2014,5/29/2014,France,Eyewear Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,2305.8,30,0.31693989
23457 -2014,3/10/2014,France,Eyewear Store,Web,Personal Accessories,Knives,Max Gizmo,6110.4,152,0.53855721
23458 -2014,11/22/2014,France,Eyewear Store,Web,Personal Accessories,Knives,Pocket Gizmo,15299.4,1186,0.60766174
23459 -2014,8/24/2014,France,Eyewear Store,Web,Personal Accessories,Binoculars,Seeker 35,20806.24,208,0.28831351
23460 -2014,7/22/2014,France,Eyewear Store,Web,Personal Accessories,Binoculars,Seeker Extreme,17180.46,99,0.45764665
23461 -2014,11/27/2014,France,Eyewear Store,Web,Personal Accessories,Binoculars,Seeker Mini,7802.88,96,0.50787402
23462 -2014,9/19/2014,France,Eyewear Store,Web,Personal Accessories,Binoculars,Ranger Vision,28799.1,171,0.53406009
23463 -2014,12/3/2014,France,Eyewear Store,Web,Personal Accessories,Navigation,Glacier GPS,35456.85,377,0.30887826
23464 -2014,5/9/2014,France,Eyewear Store,Web,Personal Accessories,Navigation,Glacier GPS Extreme,28696.08,84,0.48343188
23465 -2014,7/13/2014,France,Eyewear Store,Web,Personal Accessories,Navigation,Astro Pilot,32133,132,0.36806149
23466 -2014,8/17/2014,France,Eyewear Store,Web,Personal Accessories,Navigation,Sky Pilot,8234,23,0.35121205
23467 -2014,12/22/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,35588.1,5685,0.51916933
23468 -2014,5/24/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,25820.76,2478,0.42226488
23469 -2014,2/3/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,36962.2,1585,0.31689537
23470 -2014,3/25/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,7959.6,3618,0.61363636
23471 -2014,9/17/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,148065.12,2779,0.34365616
23472 -2014,1/12/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,140728.66,1142,0.35437799
23473 -2014,1/26/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,74530.25,1175,0.26880025
23474 -2014,7/22/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,56518.56,392,0.4798169
23475 -2014,5/2/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,24872.4,1960,0.57919622
23476 -2014,9/20/2014,France,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,50329.9,2690,0.46552646
23477 -2014,9/22/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,120596.31,1409,0.29898353
23478 -2014,12/1/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator,126098.96,904,0.38346835
23479 -2014,7/27/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,64229.4,255,0.40447832
23480 -2014,5/6/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,85725.19,709,0.56992805
23481 -2014,8/9/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,13959.44,319,0.50045704
23482 -2014,2/27/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,19344.4,1096,0.50991501
23483 -2014,4/9/2014,France,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,24914.26,251,0.3426355
23484 -2014,7/11/2014,France,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,151339.62,2071,0.28156619
23485 -2014,4/7/2014,France,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,215107.2,792,0.38637703
23486 -2014,4/23/2014,France,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,85966.08,244,0.39449932
23487 -2014,9/13/2014,France,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,95810.31,219,0.45397609
23488 -2014,12/21/2014,France,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Cooler,24179.76,781,0.51550388
23489 -2014,8/21/2014,France,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Carryall,99298.26,1422,0.41028211
23490 -2014,3/12/2014,France,Sports Store,Web,Camping Equipment,Lanterns,Firefly Lite,7480.99,517,0.53351762
23491 -2014,4/1/2014,France,Sports Store,Web,Camping Equipment,Lanterns,Firefly 2,53147.26,1968,0.3827234
23492 -2014,4/4/2014,France,Sports Store,Web,Camping Equipment,Lanterns,Firefly 4,5858.56,199,0.38858696
23493 -2014,7/21/2014,France,Sports Store,Web,Camping Equipment,Lanterns,Firefly Extreme,6171.96,114,0.44052457
23494 -2014,3/9/2014,France,Sports Store,Web,Camping Equipment,Lanterns,Firefly Multi-light,32644.2,1230,0.33006782
23495 -2014,3/3/2014,France,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Single,49431.8,1643,0.43409708
23496 -2014,12/17/2014,France,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Double,6935.95,133,0.44870566
23497 -2014,11/12/2014,France,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,25082.25,795,0.36608558
23498 -2014,6/13/2014,France,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Butane,26122.04,406,0.36851104
23499 -2014,1/5/2014,France,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Lamp,39131,1436,0.5306422
23500 -2014,7/6/2014,France,Sports Store,Web,Camping Equipment,Lanterns,Flicker Lantern,9321.79,271,0.54590052
23501 -2014,10/10/2014,France,Sports Store,Web,Personal Accessories,Knives,Single Edge,200382.84,16506,0.29489292
23502 -2014,7/23/2014,France,Sports Store,Web,Personal Accessories,Knives,Double Edge,32571.07,1997,0.29920294
23503 -2014,8/18/2014,France,Sports Store,Web,Personal Accessories,Knives,Edge Extreme,70727.62,622,0.2964559
23504 -2014,7/10/2014,France,Sports Store,Web,Personal Accessories,Knives,Bear Edge,22436.15,565,0.40745404
23505 -2014,6/20/2014,France,Sports Store,Web,Personal Accessories,Knives,Bear Survival Edge,21569.28,246,0.46395985
23506 -2014,12/20/2014,France,Sports Store,Web,Personal Accessories,Knives,Max Gizmo,70171.4,1731,0.55434807
23507 -2014,12/18/2014,France,Sports Store,Web,Personal Accessories,Knives,Pocket Gizmo,27231.9,2111,0.6055468
23508 -2014,9/17/2014,France,Sports Store,Web,Personal Accessories,Binoculars,Seeker 35,57617.28,576,0.28831351
23509 -2014,7/2/2014,France,Sports Store,Web,Personal Accessories,Binoculars,Seeker 50,72490.6,569,0.2733124
23510 -2014,1/14/2014,France,Sports Store,Web,Personal Accessories,Binoculars,Seeker Extreme,28287.02,163,0.45764665
23511 -2014,2/28/2014,France,Sports Store,Web,Personal Accessories,Binoculars,Seeker Mini,18912.86,232,0.50932857
23512 -2014,9/2/2014,France,Sports Store,Web,Personal Accessories,Binoculars,Ranger Vision,101274.7,602,0.53423688
23513 -2014,2/28/2014,France,Sports Store,Web,Personal Accessories,Navigation,Glacier Basic,94000.86,2954,0.37149511
23514 -2014,4/1/2014,France,Sports Store,Web,Personal Accessories,Navigation,Glacier Deluxe,53780.94,587,0.44335298
23515 -2014,1/23/2014,France,Sports Store,Web,Personal Accessories,Navigation,Glacier GPS,105524.1,1122,0.30887826
23516 -2014,3/11/2014,France,Sports Store,Web,Personal Accessories,Navigation,Astro Pilot,91684,481,0.37306357
23517 -2014,5/7/2014,France,Sports Store,Web,Personal Accessories,Navigation,Sky Pilot,14320,40,0.35116061
